url,name,weight,price,price_per_unit,nutritional_values
https://www.migros.ch/en/product/265680802400,Migros Bio · blueberries,250g,7.90,3.16/100g,"{'Energy': '174 kJ (42 kcal)', 'Fat': '0.6 g', 'of which saturates': '0 g', 'Carbohydrate': '6 g', 'of which sugars': '6 g', 'Fibre': '5 g', 'Protein': '0.6 g', 'Salt': '< 0.01 g'}"
https://www.migros.ch/en/product/264601302100,Dates,200g,5.95,2.98/100g,{}
https://www.migros.ch/en/product/264500313200,Avocado,,2.80,2.80/Piece,"{'Energy': '643 kJ (156 kcal)', 'Fat': '14 g', 'of which saturates': '2 g', 'Carbohydrate': '1.8 g', 'of which sugars': '0.7 g', 'Fibre': '7 g', 'Protein': '1.8 g', 'Salt': '0 g'}"
https://www.migros.ch/en/product/264280101000,Bio Fairtrade · Bananas,1 kg,2.95,0.30/100g,"{'Energy': '403 kJ (95 kcal)', 'Fat': '< 0.5 g', 'of which saturates': '0.1 g', 'Carbohydrate': '21 g', 'of which sugars': '17 g', 'Fibre': '2 g', 'Protein': '1.1 g', 'Salt': '< 0.01 g'}"
https://www.migros.ch/en/product/264580113200,Migros Bio · Avocado,,2.80,2.80/Piece,"{'Energy': '643 kJ (156 kcal)', 'Fat': '14 g', 'of which saturates': '2 g', 'Carbohydrate': '1.8 g', 'of which sugars': '0.7 g', 'Fibre': '7 g', 'Protein': '1.8 g', 'Salt': '0 g'}"
https://www.migros.ch/en/product/260283504100,Migros Bio · Apples · Season,,6.30,0.63/100g,"{'Energy': '232 kJ (55 kcal)', 'Fat': '< 0.5 g', 'of which saturates': '0.1 g', 'Carbohydrate': '12 g', 'of which sugars': '12 g', 'Fibre': '2.1 g', 'Protein': '< 0.5 g', 'Salt': '0.01 g'}"
https://www.migros.ch/en/product/265300902300,"Fresca · grapes · Coreless, white",500g,2.50,0.50/100g,"{'Energy': '293 kJ (69 kcal)', 'Fat': '< 0.5 g', 'of which saturates': '0.1 g', 'Carbohydrate': '15 g', 'of which sugars': '15 g', 'Fibre': '1.5 g', 'Protein': '0.7 g', 'Salt': '< 0.01 g'}"
https://www.migros.ch/en/product/264681502300,Migros Bio · dates · Organic,250g,3.95,1.58/100g,{}
https://www.migros.ch/en/product/264400902200,Kiwi · Gold,3 Stück,2.50,0.83/piece,"{'Energy': '229 kJ (54 kcal)', 'Fat': '0.6 g', 'of which saturates': '0 g', 'Carbohydrate': '10 g', 'of which sugars': '10 g', 'Fibre': '2.5 g', 'Protein': '1 g', 'Salt': '0.01 g'}"
https://www.migros.ch/en/product/265606702300,Blueberries,500g,8.90,1.78/100g,"{'Energy': '174 kJ (42 kcal)', 'Fat': '0.6 g', 'of which saturates': '0 g', 'Carbohydrate': '6 g', 'of which sugars': '6 g', 'Fibre': '5 g', 'Protein': '0.6 g', 'Salt': '< 0.01 g'}"
https://www.migros.ch/en/product/263500513200,Lemon,1kg,2.50,0.25/100g,"{'Energy': '101 kJ (24 kcal)', 'Fat': '0.6 g', 'of which saturates': '0.1 g', 'Carbohydrate': '3 g', 'of which sugars': '3 g', 'Fibre': '2 g', 'Protein': '0.7 g', 'Salt': '0 g'}"
https://www.migros.ch/en/product/264617813200,Sélection · Mango,1 Stück,5.95,5.95/piece,"{'Energy': '258 kJ (61 kcal)', 'Fat': '< 0.5 g', 'of which saturates': '0.1 g', 'Carbohydrate': '13 g', 'of which sugars': '13 g', 'Fibre': '1.5 g', 'Protein': '0.6 g', 'Salt': '< 0.01 g'}"
https://www.migros.ch/en/product/264480102300,Migros Bio · kiwi · green,500g,3.70,0.74/100g,"{'Energy': '229 kJ (54 kcal)', 'Fat': '0.6 g', 'of which saturates': '0 g', 'Carbohydrate': '10 g', 'of which sugars': '10 g', 'Fibre': '2.5 g', 'Protein': '1 g', 'Salt': '0.01 g'}"
https://www.migros.ch/en/product/264680113200,Migros Bio · Mango,1 Stück,3.95,3.95/piece,"{'Energy': '258 kJ (61 kcal)', 'Fat': '< 0.5 g', 'of which saturates': '0.1 g', 'Carbohydrate': '13 g', 'of which sugars': '13 g', 'Fibre': '1.5 g', 'Protein': '0.6 g', 'Salt': '< 0.01 g'}"
https://www.migros.ch/en/product/265301002500,"Extra · grapes · Muscat, seedless",500g,3.80,0.76/100g,"{'Energy': '293 kJ (69 kcal)', 'Fat': '< 0.5 g', 'of which saturates': '0.1 g', 'Carbohydrate': '15 g', 'of which sugars': '15 g', 'Fibre': '1.5 g', 'Protein': '0.7 g', 'Salt': '< 0.01 g'}"
https://www.migros.ch/en/product/264683102100,Migros Bio · Ginger · Organic,1 kg,8.90,0.89/100g,"{'Energy': '352 kJ (83 kcal)', 'Fat': '0.8 g', 'of which saturates': '0.2 g', 'Carbohydrate': '16 g', 'of which sugars': '1.5 g', 'Fibre': '2 g', 'Protein': '2 g', 'Salt': '0 g'}"
https://www.migros.ch/en/product/265383002300,Migros Bio · grapes · seedless,500g,4.50,0.90/100g,"{'Energy': '293 kJ (69 kcal)', 'Fat': '< 0.5 g', 'of which saturates': '0.1 g', 'Carbohydrate': '15 g', 'of which sugars': '15 g', 'Fibre': '1.5 g', 'Protein': '0.7 g', 'Salt': '< 0.01 g'}"
https://www.migros.ch/en/product/260505302100,Pears · Williams,,3.30,0.22/100g,"{'Energy': '246 kJ (58 kcal)', 'Fat': '< 0.5 g', 'of which saturates': '0 g', 'Carbohydrate': '12 g', 'of which sugars': '10 g', 'Fibre': '3 g', 'Protein': '< 0.5 g', 'Salt': '0 g'}"
https://www.migros.ch/en/product/264681002300,Migros Bio · lime,250g,2.50,1.–/100g,"{'Energy': '76 kJ (18 kcal)', 'Fat': '< 0.5 g', 'of which saturates': '0 g', 'Carbohydrate': '1.9 g', 'of which sugars': '1.9 g', 'Fibre': '3 g', 'Protein': '0.7 g', 'Salt': '< 0.01 g'}"
https://www.migros.ch/en/product/264617513200,Mango,,5.95,5.95/Piece,"{'Energy': '258 kJ (61 kcal)', 'Fat': '< 0.5 g', 'of which saturates': '0.1 g', 'Carbohydrate': '13 g', 'of which sugars': '13 g', 'Fibre': '1.5 g', 'Protein': '0.6 g', 'Salt': '< 0.01 g'}"
https://www.migros.ch/en/product/265303302300,Fresca · grapes · Mix seedless,,2.50,0.50/100g,"{'Energy': '293 kJ (69 kcal)', 'Fat': '< 0.5 g', 'of which saturates': '0.1 g', 'Carbohydrate': '15 g', 'of which sugars': '15 g', 'Fibre': '1.5 g', 'Protein': '0.7 g', 'Salt': '< 0.01 g'}"
https://www.migros.ch/en/product/264400504200,Fresca · kiwi · Green,500g,3.50,0.70/100g,"{'Energy': '229 kJ (54 kcal)', 'Fat': '0.6 g', 'of which saturates': '0 g', 'Carbohydrate': '10 g', 'of which sugars': '10 g', 'Fibre': '2.5 g', 'Protein': '1 g', 'Salt': '0.01 g'}"
https://www.migros.ch/en/product/263600513200,Grapefruit · Red,1 Stück,0.95,0.95/piece,"{'Energy': '126 kJ (30 kcal)', 'Fat': '< 0.5 g', 'of which saturates': '0 g', 'Carbohydrate': '5.9 g', 'of which sugars': '5.9 g', 'Fibre': '1.3 g', 'Protein': '0.7 g', 'Salt': '< 0.01 g'}"
https://www.migros.ch/en/product/260282304100,Migros Bio · Apples · SweeTango,,6.30,0.63/100g,{}
https://www.migros.ch/en/product/262400601000,Red heart plum,1 kg,5.50,0.55/100g,{}
https://www.migros.ch/en/product/264500713200,Extra · Avocado · Hass,1 Stück,2.80,2.80/piece,"{'Energy': '643 kJ (156 kcal)', 'Fat': '14 g', 'of which saturates': '2 g', 'Carbohydrate': '1.8 g', 'of which sugars': '0.7 g', 'Fibre': '7 g', 'Protein': '1.8 g', 'Salt': '0 g'}"
https://www.migros.ch/en/product/263580408600,Migros Bio · Lemon,750g,2.80,0.37/100g,"{'Energy': '101 kJ (24 kcal)', 'Fat': '0.6 g', 'of which saturates': '0.1 g', 'Carbohydrate': '3 g', 'of which sugars': '3 g', 'Fibre': '2 g', 'Protein': '0.7 g', 'Salt': '0 g'}"
https://www.migros.ch/en/product/260215704100,Fresca · Apples · Gala,,4.50,0.30/100g,"{'Energy': '232 kJ (55 kcal)', 'Fat': '< 0.5 g', 'of which saturates': '0.1 g', 'Carbohydrate': '12 g', 'of which sugars': '12 g', 'Fibre': '2.1 g', 'Protein': '< 0.5 g', 'Salt': '0.01 g'}"
https://www.migros.ch/en/product/266070109300,Extra · Peanuts,500g,4.80,0.96/100g,{}
https://www.migros.ch/en/product/264601302600,Fresca · Datteln,300g,4.95,1.65/100g,{}
https://www.migros.ch/en/product/265384102300,Migros Bio · grapes · Mix seedless,500g,3.75,0.75/100g,"{'Energy': '293 kJ (69 kcal)', 'Fat': '< 0.5 g', 'of which saturates': '0.1 g', 'Carbohydrate': '15 g', 'of which sugars': '15 g', 'Fibre': '1.5 g', 'Protein': '0.7 g', 'Salt': '< 0.01 g'}"
https://www.migros.ch/en/product/264623502300,Fresca · Passion fruit,200g,2.95,1.48/100g,"{'Energy': '341 kJ (82 kcal)', 'Fat': '0.5 g', 'of which saturates': '0.1 g', 'Carbohydrate': '12 g', 'of which sugars': '11 g', 'Fibre': '11 g', 'Protein': '2.2 g', 'Salt': '0.07 g'}"
https://www.migros.ch/en/product/264800702300,Fresca · figs · Fresh,,4.50,1.80/100g,"{'Energy': '276 kJ (65 kcal)', 'Fat': '0.5 g', 'of which saturates': '0 g', 'Carbohydrate': '13 g', 'of which sugars': '13 g', 'Fibre': '2 g', 'Protein': '1.3 g', 'Salt': '< 0.01 g'}"
https://www.migros.ch/en/product/264618409200,Fresca · Mango,,5.95,5.95/Piece,"{'Energy': '258 kJ (61 kcal)', 'Fat': '< 0.5 g', 'of which saturates': '0.1 g', 'Carbohydrate': '13 g', 'of which sugars': '13 g', 'Fibre': '1.5 g', 'Protein': '0.6 g', 'Salt': '< 0.01 g'}"
https://www.migros.ch/en/product/263405508500,Fresca · clementines,,6.95,0.35/100g,{}
https://www.migros.ch/en/product/264631502200,Lemongrass,50g,2.20,4.40/100g,{}
https://www.migros.ch/en/product/262480202300,Migros Bio · Plums,500g,3.30,0.66/100g,{}
https://www.migros.ch/en/product/265606902400,Extra · blueberries,250g,6.95,2.78/100g,"{'Energy': '174 kJ (42 kcal)', 'Fat': '0.6 g', 'of which saturates': '0 g', 'Carbohydrate': '6 g', 'of which sugars': '6 g', 'Fibre': '5 g', 'Protein': '0.6 g', 'Salt': '< 0.01 g'}"
https://www.migros.ch/en/product/264800702500,Figs · Freshness,,4.50,1.80/100g,"{'Energy': '276 kJ (65 kcal)', 'Fat': '0.5 g', 'of which saturates': '0 g', 'Carbohydrate': '13 g', 'of which sugars': '13 g', 'Fibre': '2 g', 'Protein': '1.3 g', 'Salt': '< 0.01 g'}"
https://www.migros.ch/en/product/263300902300,M-Budget · oranges · Blond,3kg,4.50,0.15/100g,"{'Energy': '185 kJ (44 kcal)', 'Fat': '< 0.5 g', 'of which saturates': '0 g', 'Carbohydrate': '8.6 g', 'of which sugars': '8.6 g', 'Fibre': '1.8 g', 'Protein': '1 g', 'Salt': '0.01 g'}"
https://www.migros.ch/en/product/264600313200,Fresca · Cherimoya,1 Stück,3.20,3.20/piece,"{'Energy': '264 kJ (62 kcal)', 'Fat': '< 0.5 g', 'of which saturates': '0 g', 'Carbohydrate': '13 g', 'of which sugars': '13 g', 'Fibre': '0 g', 'Protein': '1.5 g', 'Salt': '0.02 g'}"
https://www.migros.ch/en/product/266080309300,Migros Bio · Noix,500g,4.70,0.94/100g,{}
https://www.migros.ch/en/product/265301702300,Demeter · Grapes,500g,4.50,0.90/100g,"{'Energy': '293 kJ (69 kcal)', 'Fat': '< 0.5 g', 'of which saturates': '0.1 g', 'Carbohydrate': '15 g', 'of which sugars': '15 g', 'Fibre': '1.5 g', 'Protein': '0.7 g', 'Salt': '< 0.01 g'}"
https://www.migros.ch/en/product/262402702300,Fresca · Mirabelle,,5.50,0.55/100g,"{'Energy': '242 kJ (57 kcal)', 'Fat': '< 0.5 g', 'of which saturates': '0 g', 'Carbohydrate': '12 g', 'of which sugars': '12 g', 'Fibre': '2.3 g', 'Protein': '0.7 g', 'Salt': '0 g'}"
https://www.migros.ch/en/product/262401302400,Fresca · Plums · Mix,500g,2.70,0.54/100g,{}
https://www.migros.ch/en/product/262400901000,Fresca · Plums · Red,1 kg,3.10,0.31/100g,{}
https://www.migros.ch/en/product/265602909200,Cranberries,100g,7.30,7.30/100g,"{'Energy': '245 kJ (58 kcal)', 'Fat': '< 0.5 g', 'of which saturates': '< 0.1 g', 'Carbohydrate': '12 g', 'of which sugars': '4.3 g', 'Fibre': '3.6 g', 'Protein': '< 0.5 g', 'Salt': '0 g'}"
https://www.migros.ch/en/product/261701301000,Nectarines · White,1kg,2.20,0.22/100g,"{'Energy': '193 kJ (46 kcal)', 'Fat': '< 0.5 g', 'of which saturates': '0 g', 'Carbohydrate': '9 g', 'of which sugars': '8 g', 'Fibre': '1.5 g', 'Protein': '1 g', 'Salt': '0 g'}"
https://www.migros.ch/en/product/264685102300,Migros Bio · turmeric,100g,2.20,2.20/100g,{}
https://www.migros.ch/en/product/263402508500,Fresca · mandarins,2kg,5.70,0.29/100g,"{'Energy': '201 kJ (47 kcal)', 'Fat': '< 0.5 g', 'of which saturates': '0 g', 'Carbohydrate': '10 g', 'of which sugars': '10 g', 'Fibre': '1.4 g', 'Protein': '0.7 g', 'Salt': '< 0.01 g'}"
https://www.migros.ch/en/product/264700613200,Sélection · Melon · Charentais,1 Stück,4.30,4.30/piece,"{'Energy': '159 kJ (38 kcal)', 'Fat': '< 0.5 g', 'of which saturates': '0 g', 'Carbohydrate': '8 g', 'of which sugars': '8 g', 'Fibre': '0.9 g', 'Protein': '0.7 g', 'Salt': '0.05 g'}"
https://www.migros.ch/en/product/264622513200,Papaya,1 Stück,2.60,2.60/piece,"{'Energy': '185 kJ (44 kcal)', 'Fat': '< 0.5 g', 'of which saturates': '0.1 g', 'Carbohydrate': '9 g', 'of which sugars': '8 g', 'Fibre': '1.5 g', 'Protein': '0.5 g', 'Salt': '< 0.01 g'}"
https://www.migros.ch/en/product/265600502300,Fresca · Blackberries,250g,5.60,2.24/100g,"{'Energy': '185 kJ (44 kcal)', 'Fat': '< 0.5 g', 'of which saturates': '0 g', 'Carbohydrate': '6.2 g', 'of which sugars': '6.2 g', 'Fibre': '6 g', 'Protein': '1 g', 'Salt': '< 0.01 g'}"
https://www.migros.ch/en/product/260238504100,Jazz · Apples,,5.40,0.36/100g,"{'Energy': '232 kJ (55 kcal)', 'Fat': '< 0.5 g', 'of which saturates': '0.1 g', 'Carbohydrate': '12 g', 'of which sugars': '12 g', 'Fibre': '2.1 g', 'Protein': '< 0.5 g', 'Salt': '0.01 g'}"
https://www.migros.ch/en/product/264400802200,Extra · Kiwi · Red,240g,2.90,1.21/100g,"{'Energy': '229 kJ (54 kcal)', 'Fat': '0.6 g', 'of which saturates': '0 g', 'Carbohydrate': '10 g', 'of which sugars': '10 g', 'Fibre': '2.5 g', 'Protein': '1 g', 'Salt': '0.01 g'}"
https://www.migros.ch/en/product/265606702400,Fresca · blueberries,,8.90,1.78/100g,"{'Energy': '174 kJ (42 kcal)', 'Fat': '0.6 g', 'of which saturates': '0 g', 'Carbohydrate': '6 g', 'of which sugars': '6 g', 'Fibre': '5 g', 'Protein': '0.6 g', 'Salt': '< 0.01 g'}"
https://www.migros.ch/en/product/262580502300,Migros Bio · Prunes,500g,4.20,0.84/100g,"{'Energy': '200 kJ (47 kcal)', 'Fat': '< 0.5 g', 'of which saturates': '0 g', 'Carbohydrate': '10 g', 'of which sugars': '8.8 g', 'Fibre': '1.5 g', 'Protein': '0.6 g', 'Salt': '< 0.01 g'}"
https://www.migros.ch/en/product/265383002400,Migros Bio · grapes · rosé seedless - organic,500g,4.50,0.90/100g,"{'Energy': '293 kJ (69 kcal)', 'Fat': '< 0.5 g', 'of which saturates': '0.1 g', 'Carbohydrate': '15 g', 'of which sugars': '15 g', 'Fibre': '1.5 g', 'Protein': '0.7 g', 'Salt': '< 0.01 g'}"
https://www.migros.ch/en/product/264802102400,Fresca · Oriental persimmon · Persimmon,,1.40,1.40/100g,"{'Energy': '299 kJ (71 kcal)', 'Fat': '< 0.5 g', 'of which saturates': '0 g', 'Carbohydrate': '15 g', 'of which sugars': '15 g', 'Fibre': '2.5 g', 'Protein': '0.7 g', 'Salt': '< 0.01 g'}"
https://www.migros.ch/en/product/264400702500,M-Budget · kiwi · green,1kg,3.70,0.37/100g,"{'Energy': '229 kJ (54 kcal)', 'Fat': '0.6 g', 'of which saturates': '0 g', 'Carbohydrate': '10 g', 'of which sugars': '10 g', 'Fibre': '2.5 g', 'Protein': '1 g', 'Salt': '0.01 g'}"
https://www.migros.ch/en/product/264605513200,Pomegranate,,9.50,0.95/100g,"{'Energy': '326 kJ (77 kcal)', 'Fat': '0.6 g', 'of which saturates': '0 g', 'Carbohydrate': '16 g', 'of which sugars': '16 g', 'Fibre': '2.2 g', 'Protein': '0.7 g', 'Salt': '< 0.01 g'}"
https://www.migros.ch/en/product/260288704100,Jazz Migros Bio · Apples,,6.30,0.63/100g,"{'Energy': '232 kJ (55 kcal)', 'Fat': '< 0.5 g', 'of which saturates': '0.1 g', 'Carbohydrate': '12 g', 'of which sugars': '12 g', 'Fibre': '2.1 g', 'Protein': '< 0.5 g', 'Salt': '0.01 g'}"
https://www.migros.ch/en/product/261780202500,Migros Bio · Flat nectarines,,3.50,0.70/100g,{}
https://www.migros.ch/en/product/265608702300,Raspberries,250g,5.50,2.20/100g,"{'Energy': '215 kJ (52 kcal)', 'Fat': '0.6 g', 'of which saturates': '0 g', 'Carbohydrate': '7 g', 'of which sugars': '7 g', 'Fibre': '6.7 g', 'Protein': '1.2 g', 'Salt': '< 0.01 g'}"
https://www.migros.ch/en/product/265608802300,Extra · raspberries,250g,7.50,3.–/100g,"{'Energy': '215 kJ (52 kcal)', 'Fat': '0.6 g', 'of which saturates': '0 g', 'Carbohydrate': '7 g', 'of which sugars': '7 g', 'Fibre': '6.7 g', 'Protein': '1.2 g', 'Salt': '< 0.01 g'}"
https://www.migros.ch/en/product/265680302400,Migros Bio · Blackberries · Organic,250g,6.50,2.60/100g,"{'Energy': '185 kJ (44 kcal)', 'Fat': '< 0.5 g', 'of which saturates': '0 g', 'Carbohydrate': '6.2 g', 'of which sugars': '6.2 g', 'Fibre': '6 g', 'Protein': '1 g', 'Salt': '< 0.01 g'}"
https://www.migros.ch/en/product/265200502400,Strawberries,500g,5.80,1.16/100g,"{'Energy': '167 kJ (40 kcal)', 'Fat': '0.5 g', 'of which saturates': '0 g', 'Carbohydrate': '7 g', 'of which sugars': '7 g', 'Fibre': '2.2 g', 'Protein': '0.7 g', 'Salt': '< 0.01 g'}"
https://www.migros.ch/en/product/265614602300,Mixed berries,250g,5.95,2.38/100g,{}
https://www.migros.ch/en/product/265200702400,Sélection · strawberries · Migros Sélection,500g,5.80,1.16/100g,"{'Energy': '167 kJ (40 kcal)', 'Fat': '0.5 g', 'of which saturates': '0 g', 'Carbohydrate': '7 g', 'of which sugars': '7 g', 'Fibre': '2.2 g', 'Protein': '0.7 g', 'Salt': '< 0.01 g'}"
https://www.migros.ch/en/product/265280302600,Migros Bio · strawberries · Bio,400g,6.70,1.68/100g,"{'Energy': '167 kJ (40 kcal)', 'Fat': '0.5 g', 'of which saturates': '0 g', 'Carbohydrate': '7 g', 'of which sugars': '7 g', 'Fibre': '2.2 g', 'Protein': '0.7 g', 'Salt': '< 0.01 g'}"
https://www.migros.ch/en/product/265680502400,Migros Bio · Raspberries · Organic,250g,7.50,3.–/100g,"{'Energy': '215 kJ (52 kcal)', 'Fat': '0.6 g', 'of which saturates': '0 g', 'Carbohydrate': '7 g', 'of which sugars': '7 g', 'Fibre': '6.7 g', 'Protein': '1.2 g', 'Salt': '< 0.01 g'}"
https://www.migros.ch/en/product/105266700000,Aus der Region Aroniabeeren,100g,7.30,7.30/100g,"{'Energy': '1480 kJ (349 kcal)', 'Fat': '1.2 g', 'Carbohydrate': '82 g', 'Protein': '2.8 g', 'Salt': '0.04 g'}"
https://www.migros.ch/en/product/265611102400,Currants,250g,4.50,1.80/100g,"{'Energy': '139 kJ (33 kcal)', 'Fat': '< 0.5 g', 'of which saturates': '0 g', 'Carbohydrate': '5 g', 'of which sugars': '5 g', 'Fibre': '3.5 g', 'Protein': '1.1 g', 'Salt': '0 g'}"
https://www.migros.ch/en/product/265200202300,Erdbeeren,500g,5.80,1.16/100g,"{'Energy': '167 kJ (40 kcal)', 'Fat': '0.5 g', 'of which saturates': '0 g', 'Carbohydrate': '7 g', 'of which sugars': '7 g', 'Fibre': '2.2 g', 'Protein': '0.7 g', 'Salt': '< 0.01 g'}"
https://www.migros.ch/en/product/265681702300,Migros Bio Beeren gemischt,300g,6.90,2.30/100g,{}
https://www.migros.ch/en/product/265614602500,Beeren gemischt,250g,5.30,2.12/100g,{}
https://www.migros.ch/en/product/265200402400,Extra Erdbeeren,250g,4.80,1.92/100g,"{'Energy': '167 kJ (40 kcal)', 'Fat': '0.5 g', 'of which saturates': '0 g', 'Carbohydrate': '7 g', 'of which sugars': '7 g', 'Fibre': '2.2 g', 'Protein': '0.7 g', 'Salt': '< 0.01 g'}"
https://www.migros.ch/en/product/265200602400,Sélection Erdbeeren Mara de bois 250g,250g,5.95,2.38/100g,"{'Energy': '167 kJ (40 kcal)', 'Fat': '0.5 g', 'of which saturates': '0 g', 'Carbohydrate': '7 g', 'of which sugars': '7 g', 'Fibre': '2.2 g', 'Protein': '0.7 g', 'Salt': '< 0.01 g'}"
https://www.migros.ch/en/product/265606702800,Heidelbeeren,,1.85,1.85/100g,{}
https://www.migros.ch/en/product/265606702600,Heidelbeeren,,1.85,1.85/100g,{}
https://www.migros.ch/en/product/265201102500,Erdbeeren Herz,,5.80,1.16/100g,"{'Energy': '167 kJ (40 kcal)', 'Fat': '0.5 g', 'of which saturates': '0 g', 'Carbohydrate': '7 g', 'of which sugars': '7 g', 'Fibre': '2.2 g', 'Protein': '0.7 g', 'Salt': '< 0.01 g'}"
https://www.migros.ch/en/product/265200502600,Erdbeeren,,5.80,1.16/100g,"{'Energy': '167 kJ (40 kcal)', 'Fat': '0.5 g', 'of which saturates': '0 g', 'Carbohydrate': '7 g', 'of which sugars': '7 g', 'Fibre': '2.2 g', 'Protein': '0.7 g', 'Salt': '< 0.01 g'}"
https://www.migros.ch/en/product/265680801000,Migros Bio Heidelbeeren lose,100 g,1.85,1.85/100g,"{'Energy': '174 kJ (42 kcal)', 'Fat': '0.6 g', 'of which saturates': '0 g', 'Carbohydrate': '6 g', 'of which sugars': '6 g', 'Fibre': '5 g', 'Protein': '0.6 g', 'Salt': '< 0.01 g'}"
https://www.migros.ch/en/product/265200502300,Erdbeeren,,5.80,1.16/100g,"{'Energy': '167 kJ (40 kcal)', 'Fat': '0.5 g', 'of which saturates': '0 g', 'Carbohydrate': '7 g', 'of which sugars': '7 g', 'Fibre': '2.2 g', 'Protein': '0.7 g', 'Salt': '< 0.01 g'}"
https://www.migros.ch/en/product/265280302300,Migros Bio Erdbeeren,,6.90,2.30/100g,"{'Energy': '167 kJ (40 kcal)', 'Fat': '0.5 g', 'of which saturates': '0 g', 'Carbohydrate': '7 g', 'of which sugars': '7 g', 'Fibre': '2.2 g', 'Protein': '0.7 g', 'Salt': '< 0.01 g'}"
https://www.migros.ch/en/product/265680502500,Migros Bio Himbeeren,,6.90,2.30/100g,"{'Energy': '215 kJ (52 kcal)', 'Fat': '0.6 g', 'of which saturates': '0 g', 'Carbohydrate': '7 g', 'of which sugars': '7 g', 'Fibre': '6.7 g', 'Protein': '1.2 g', 'Salt': '< 0.01 g'}"
https://www.migros.ch/en/product/265614602800,Beeren gemischt,,5.30,2.12/100g,{}
https://www.migros.ch/en/product/265280302500,Migros Bio Erdbeeren,,6.90,2.30/100g,"{'Energy': '167 kJ (40 kcal)', 'Fat': '0.5 g', 'of which saturates': '0 g', 'Carbohydrate': '7 g', 'of which sugars': '7 g', 'Fibre': '2.2 g', 'Protein': '0.7 g', 'Salt': '< 0.01 g'}"
https://www.migros.ch/en/product/265680802500,Migros Bio Heidelbeeren,,1.85,1.85/100g,{}
https://www.migros.ch/en/product/265200502800,Erdbeeren,,5.80,1.16/100g,"{'Energy': '167 kJ (40 kcal)', 'Fat': '0.5 g', 'of which saturates': '0 g', 'Carbohydrate': '7 g', 'of which sugars': '7 g', 'Fibre': '2.2 g', 'Protein': '0.7 g', 'Salt': '< 0.01 g'}"
https://www.migros.ch/en/product/265201502400,Extra Erdbeeren,400g,5.90,1.48/100g,"{'Energy': '167 kJ (40 kcal)', 'Fat': '0.5 g', 'of which saturates': '0 g', 'Carbohydrate': '7 g', 'of which sugars': '7 g', 'Fibre': '2.2 g', 'Protein': '0.7 g', 'Salt': '< 0.01 g'}"
https://www.migros.ch/en/product/265200202500,Erdbeeren,500g,5.80,1.16/100g,"{'Energy': '167 kJ (40 kcal)', 'Fat': '0.5 g', 'of which saturates': '0 g', 'Carbohydrate': '7 g', 'of which sugars': '7 g', 'Fibre': '2.2 g', 'Protein': '0.7 g', 'Salt': '< 0.01 g'}"
https://www.migros.ch/en/product/265602902300,Cranberry,,7.30,7.30/100g,"{'Energy': '245 kJ (58 kcal)', 'Fat': '< 0.5 g', 'of which saturates': '< 0.1 g', 'Carbohydrate': '12 g', 'of which sugars': '4.3 g', 'Fibre': '3.6 g', 'Protein': '< 0.5 g', 'Salt': '0 g'}"
https://www.migros.ch/en/product/265681002300,Migros Bio Stachelbeeren,,1.85,1.85/100g,{}
https://www.migros.ch/en/product/265200702300,Erdbeeren gariguette,,5.80,1.16/100g,"{'Energy': '167 kJ (40 kcal)', 'Fat': '0.5 g', 'of which saturates': '0 g', 'Carbohydrate': '7 g', 'of which sugars': '7 g', 'Fibre': '2.2 g', 'Protein': '0.7 g', 'Salt': '< 0.01 g'}"
https://www.migros.ch/en/product/265614602400,Beeren gemischt,,5.30,2.12/100g,{}
https://www.migros.ch/en/product/265280502300,Demeter Erdbeeren,250g,4.80,1.92/100g,"{'Energy': '167 kJ (40 kcal)', 'Fat': '0.5 g', 'of which saturates': '0 g', 'Carbohydrate': '7 g', 'of which sugars': '7 g', 'Fibre': '2.2 g', 'Protein': '0.7 g', 'Salt': '< 0.01 g'}"
https://www.migros.ch/en/product/265201502500,Extra Erdbeeren,250g,4.80,1.92/100g,"{'Energy': '167 kJ (40 kcal)', 'Fat': '0.5 g', 'of which saturates': '0 g', 'Carbohydrate': '7 g', 'of which sugars': '7 g', 'Fibre': '2.2 g', 'Protein': '0.7 g', 'Salt': '< 0.01 g'}"
https://www.migros.ch/en/product/265606702500,Heidelbeeren,,1.85,1.85/100g,"{'Energy': '174 kJ (42 kcal)', 'Fat': '0.6 g', 'of which saturates': '0 g', 'Carbohydrate': '6 g', 'of which sugars': '6 g', 'Fibre': '5 g', 'Protein': '0.6 g', 'Salt': '< 0.01 g'}"
https://www.migros.ch/en/product/265681302300,Migros Bio Cassis,,6.90,2.30/100g,{}
https://www.migros.ch/en/product/264682513200,Migros Bio · Pomegranate,,9.50,0.95/100g,"{'Energy': '326 kJ (77 kcal)', 'Fat': '0.6 g', 'of which saturates': '0 g', 'Carbohydrate': '16 g', 'of which sugars': '16 g', 'Fibre': '2.2 g', 'Protein': '0.7 g', 'Salt': '< 0.01 g'}"
https://www.migros.ch/en/product/260205004100,Fresca · Apples · Boskoop,,4.50,0.30/100g,"{'Energy': '232 kJ (55 kcal)', 'Fat': '< 0.5 g', 'of which saturates': '0.1 g', 'Carbohydrate': '12 g', 'of which sugars': '12 g', 'Fibre': '2.1 g', 'Protein': '< 0.5 g', 'Salt': '0.01 g'}"
https://www.migros.ch/en/product/266080109400,Migros Bio · peanuts,500g,4.95,0.99/100g,{}
